custid,dropperc,mins,consecmonths,income,churn_Y,prob
379826,0.0159651669085631,689,29,90.5,0,0.005042440920972599
735337,0.0321361058601134,529,44,69.7,0,0.555757101830323
931548,0.0142566191446029,491,32,36.3,0,0.001002620978534725
54918,0.0174757281553398,515,17,61.5,0,0.00011879777165098521
655089,0.0118811881188119,505,28,72.6,0,0.0004945181777007287
450972,0.011686143572621,599,24,80.8,0,0.0010292493585738983
433315,0.0128440366972477,545,22,96.0,0,0.00013653370904008236
854319,0.0183066361556064,437,21,78.8,0,0.00011094750658351994
444703,0.03603603603603602,333,22,73.2,0,3.108235364413973e-05
256550,0.0136752136752137,585,39,77.4,0,0.0019880804961539653
200606,0.0263157894736842,342,31,64.0,0,0.00999626286916131
792794,0.0323624595469256,309,42,94.2,1,0.445699678508578
134503,0.0172661870503597,695,18,47.5,0,0.00018768325237030072
490233,0.014827018121911001,607,27,98.2,0,0.005042440920972599
444448,0.0125448028673835,558,31,65.4,0,0.0005049912214395007
774125,0.0196463654223969,509,35,12.4,0,0.0018522065145557586
272365,0.0217391304347826,414,33,80.4,0,0.01839446515097595
444826,0.0276595744680851,470,34,87.6,1,0.43191684363452293
115329,0.0151260504201681,595,30,73.3,0,0.0031933332583689413
148486,0.0221130221130221,407,35,56.9,0,0.007199792154757345
675026,0.0275,400,27,47.0,0,0.042621120272336596
277582,0.0243445692883895,534,44,56.1,0,0.05494861646568537
120514,0.0113636363636364,528,22,59.5,0,7.802859463563657e-05
170275,0.019559902200488997,409,19,90.6,0,0.00022546225078005485
187187,0.0391061452513966,358,30,93.0,1,0.8413809617248129
837617,0.0222222222222222,450,35,47.1,0,0.003227507155980712
3651,0.0189393939393939,528,25,53.2,0,0.0009275065998844638
788090,0.013986013986014,429,11,77.9,0,0.00034341881705444565
960071,0.0206422018348624,436,20,74.6,0,0.00021671585717543984
175256,0.0155555555555556,450,17,61.3,0,9.673460267413804e-05
431954,0.0256410256410256,429,34,87.9,0,0.14209082282549146
931354,0.00896860986547085,446,22,57.0,0,6.384496356308838e-05
225731,0.0273972602739726,438,19,65.3,0,0.0003265852882367956
529805,0.0166666666666667,660,30,94.4,0,0.005042440920972599
389543,0.0130505709624796,613,23,69.7,0,8.386664253657923e-05
681631,0.0223325062034739,403,26,64.5,0,0.010516912049289813
38282,0.0167714884696017,477,35,50.8,0,0.0008357555260834732
755553,0.0185810810810811,592,42,95.7,0,0.017621279086238666
217272,0.0202205882352941,544,36,75.0,0,0.014117047088437255
883925,0.0290556900726392,413,24,93.4,0,0.2565003904688436
686299,0.018348623853211003,436,11,64.0,0,9.673460267413804e-05
239143,0.0157068062827225,573,40,65.6,0,0.0029532885083386026
845228,0.015695067264574,446,41,42.1,0,0.00038816440326930665
38606,0.0210325047801147,523,35,94.2,0,0.06813516686651046
251767,0.0138888888888889,504,35,58.2,0,0.0027153199929749387
402421,0.0416666666666667,264,31,86.1,1,0.7879209050303826
366585,0.0195227765726681,461,10,74.1,0,0.00013570391353831039
750705,0.025462962962963,432,30,77.7,0,0.17394798391641733
205278,0.0199115044247788,452,23,59.9,0,0.00014787366235712862
980934,0.0180327868852459,610,24,70.4,0,0.004652909122145242
350004,0.0188034188034188,585,28,89.2,0,0.0081169996066456
752743,0.0143626570915619,557,23,52.9,0,0.00012801132514089753
35331,0.0138888888888889,504,21,71.0,0,0.00047722379949922207
847461,0.0254237288135593,472,14,61.0,0,0.0005440645077242722
312852,0.0404984423676012,321,18,89.8,0,7.011473431293228e-05
115036,0.0223048327137546,538,37,74.6,0,0.05795725057525092
324186,0.0122448979591837,490,24,52.6,0,0.0003141779122040812
508568,0.026431718061674,454,37,71.5,0,0.20644001090930217
561259,0.0190839694656489,524,35,81.3,0,0.005065744920154878
507662,0.0241635687732342,538,18,81.2,0,0.0009830947361006868
367914,0.0206896551724138,435,14,46.0,0,0.00014131716755203582
882062,0.016366612111293,611,22,43.5,0,0.00017300905496418865
361748,0.0119047619047619,588,41,67.4,0,0.0019880804961539653
791383,0.0230769230769231,520,27,90.8,1,0.11083297683668937
359442,0.0298507462686567,402,25,84.4,1,0.44907590176936774
117110,0.0175879396984925,398,19,70.3,0,0.00010252622564067964
581468,0.0146252285191956,547,43,83.9,0,0.003105555098524144
519609,0.0146443514644351,478,16,35.8,0,8.29346776190515e-05
399473,0.0148809523809524,672,21,51.7,0,0.00018768325237030072
456826,0.020703933747411998,483,31,69.1,0,0.01182051451047984
899093,0.0188034188034188,585,31,56.5,0,0.0024634269380946084
433140,0.028169014084507005,355,28,32.6,0,0.009628013707348391
981797,0.0072202166064982,554,19,47.5,0,2.8407821961261303e-05
835501,0.0153846153846154,585,24,82.3,0,0.005292359413891293
602693,0.0162454873646209,554,20,97.4,0,0.00022650446483427623
161441,0.0165745856353591,543,31,61.3,0,0.002548443069872552
471419,0.0211946050096339,519,28,77.4,0,0.026141206466686315
929943,0.0134099616858238,522,31,65.0,0,0.0004945181777007287
901118,0.0153550863723608,521,33,62.2,0,0.002774799473432075
764298,0.0349794238683128,486,20,70.3,0,5.33568092020922e-05
511811,0.0321543408360129,311,20,53.9,0,2.5577465888342274e-05
724567,0.0231362467866324,389,38,19.9,0,0.00501536519012793
799449,0.0174672489082969,458,20,120.8,0,7.506108877420194e-05
584669,0.0191204588910134,523,16,77.0,0,0.00011879777165098521
360776,0.009508716323296359,631,23,85.4,0,9.462346269696452e-05
178666,0.0196078431372549,459,29,52.0,0,0.0017203126958511433
511446,0.0157303370786517,445,25,61.3,0,0.002076082129994553
515896,0.0177619893428064,563,38,67.4,0,0.0029532885083386026
264697,0.0189035916824197,529,37,98.9,0,0.005740146164355428
546494,0.0149625935162095,401,29,82.4,0,0.00213548237174239
390435,0.0195694716242661,511,28,85.8,0,0.014180215380846158
318302,0.0230414746543779,434,28,67.0,0,0.025533812702432993
479708,0.0197530864197531,405,23,82.2,0,0.00018853755133711354
664327,0.0284463894967177,457,14,27.9,0,0.00016894566136427985
931368,0.0281995661605206,461,20,76.2,0,0.00019314123634577018
682173,0.0199637023593466,551,20,71.8,0,0.0002245762392914637
158093,0.013136288998358,609,30,84.7,0,0.0007055772795256283
456640,0.0218978102189781,411,26,51.1,0,0.0024359649824869704
947814,0.0364077669902913,412,20,60.3,0,3.347025329805452e-05
154975,0.0250569476082005,439,34,64.6,0,0.057048808011826206
358631,0.0125,640,15,58.9,0,7.013516622528568e-05
875885,0.0198511166253102,403,9,38.9,0,8.238540304018191e-05
552977,0.01620029455081,679,31,69.1,0,0.0034632964685557773
326748,0.0415512465373961,361,28,87.1,1,0.8872204715900786
77488,0.0161550888529887,619,38,90.4,0,0.01385213359750501
208037,0.0182232346241458,439,22,71.6,0,9.673460267413804e-05
814420,0.0274599542334096,437,27,40.3,0,0.09843292175301452
212486,0.0194931773879142,513,14,62.1,0,0.00016665369771058416
922628,0.014827018121911001,607,17,65.1,0,0.00013913654369099507
586472,0.019438444924406002,463,35,53.7,0,0.0019032078100981724
473475,0.0332225913621262,301,25,67.6,0,0.20058740971744263
324314,0.018000000000000002,500,27,66.0,0,0.0023300552926851263
840797,0.026378896882494,417,37,61.7,0,0.13245888829402377
560152,0.0155210643015521,451,19,110.8,0,7.506108877420194e-05
949534,0.0188034188034188,585,35,55.2,0,0.0018939448794063906
651029,0.02734375,512,29,71.8,1,0.3924201794922443
137903,0.009273570324574959,647,22,78.0,0,8.420756259883194e-05
170165,0.0280373831775701,428,32,66.5,0,0.3135558771220826
311673,0.0196078431372549,510,23,61.9,0,0.00021991745938310401
661201,0.00509337860780985,589,28,71.8,0,0.0006199803555472091
205145,0.0213464696223317,609,26,100.6,1,0.15292347840444293
974346,0.0287081339712919,418,28,85.5,0,0.26501661330111587
216121,0.0121527777777778,576,20,74.3,0,7.312372245578348e-05
630076,0.0214424951267057,513,34,114.8,0,0.10201421675884033
151932,0.0316622691292876,379,23,41.7,0,4.722161813129964e-05
303176,0.0285087719298246,456,36,70.7,1,0.5099284293628877
887524,0.0132547864506627,679,24,85.0,0,0.0009217808676412036
794130,0.0156918687589158,701,23,75.0,0,0.00015093819272057093
945727,0.032520325203252,369,24,62.8,0,0.2817843409153087
656323,0.0164744645799012,607,21,66.0,0,0.00013913654369099507
41051,0.01417004048583,494,29,62.5,0,0.004452685559308118
142181,0.0199667221297837,601,28,57.3,0,0.009684975862405014
890763,0.0155367231638418,708,23,85.7,0,0.00015698122419012208
808458,0.0143112701252236,559,31,91.5,0,0.0046893800022585275
968705,0.0225806451612903,620,24,66.3,0,0.07948081381775543
723232,0.0185185185185185,540,30,55.9,0,0.0009275065998844638
616673,0.0165441176470588,544,24,31.2,0,0.0008127569339876289
13083,0.0240700218818381,457,18,88.1,0,0.00034956568703157023
434742,0.0244399185336049,491,39,56.8,0,0.048926499295198454
672745,0.0188034188034188,585,36,83.5,0,0.012740622722713663
180048,0.0134907251264755,593,31,58.0,0,0.0004779882025740562
345204,0.0153061224489796,588,18,83.6,0,0.00017529897985685668
967781,0.0250481695568401,519,8,70.7,0,0.0009951992148658523
195804,0.0160427807486631,374,25,40.7,0,0.0005546015627105763
787418,0.0189075630252101,476,23,94.2,0,0.00015224060317365902
841507,0.0200445434298441,449,28,75.7,0,0.005542175831429757
160030,0.0240740740740741,540,30,53.9,0,0.026959440161705744
274975,0.0207006369426752,628,28,83.6,0,0.07639990413378536
443079,0.0231362467866324,389,42,62.0,0,0.049457818871692455
990478,0.0169491525423729,472,21,75.1,0,9.673460267413804e-05
631844,0.0156521739130435,575,30,55.9,0,0.0011837756983613123
442625,0.0240963855421687,415,35,53.5,0,0.006806914425834925
668487,0.0203327171903882,541,29,57.7,0,0.011206768672194148
546798,0.0159680638722555,501,38,90.0,0,0.004714982043439086
301843,0.0242290748898678,454,19,54.4,0,0.00020482282360507684
887693,0.0139165009940358,503,28,85.2,0,0.004335203097426642
584597,0.0174216027874564,574,6,58.0,0,9.351966477811143e-05
686480,0.0153846153846154,520,31,39.4,0,0.0007791694640406967
961050,0.0201612903225806,496,38,54.6,0,0.0021509631696962845
105404,0.0173745173745174,518,30,73.9,0,0.002548443069872552
484464,0.0201342281879195,447,28,63.2,0,0.009624933325969526
578969,0.0164319248826291,426,27,80.6,0,0.0024646158795024
401246,0.0077922077922077905,385,23,62.4,0,0.0001660916921452227
894866,0.0183333333333333,600,22,73.6,0,0.00013913654369099507
325548,0.0124555160142349,562,29,56.2,0,0.0002582231041582396
431868,0.0205371248025276,633,28,50.2,0,0.020435593380170224
862028,0.0132013201320132,606,31,86.5,0,0.0007819444930789427
466010,0.0354838709677419,310,34,55.5,0,0.11260721472439036
692512,0.0318906605922551,439,18,63.2,0,0.00011131392811319593
796539,0.0196850393700787,508,33,83.8,0,0.01719287331872925
459404,0.0267639902676399,411,21,68.8,0,0.00039214602709446205
58525,0.0142566191446029,491,30,96.5,0,0.006952796553421194
586905,0.0192307692307692,520,25,58.1,0,0.003626297230314234
597819,0.0238726790450928,377,38,41.9,0,0.005943831166186113
854173,0.0169491525423729,590,38,51.9,0,0.003964150680220034
888881,0.0238663484486874,419,18,93.9,0,0.0003494049398748858
577988,0.0206766917293233,532,43,55.6,0,0.00837484039529485
632587,0.0112179487179487,624,26,95.4,0,0.000980447192275968
584788,0.0073260073260073295,546,24,61.9,0,0.0007367155522248112
910747,0.0196936542669584,457,11,85.9,0,0.00017980741026027536
676132,0.0251889168765743,397,22,106.3,0,0.0005611402577711343
62249,0.0366666666666667,300,27,68.7,0,0.3108327707242187
387770,0.0242424242424242,495,21,20.0,0,0.000328898732497568
483923,0.0292207792207792,308,26,59.7,0,0.0444741895993752
808483,0.0220385674931129,363,18,79.0,0,0.00018791360750837146
506630,0.0246305418719212,406,28,61.8,0,0.02502767105280221
142550,0.011965811965812,585,33,57.4,0,0.0004779882025740562
215753,0.0204841713221601,537,34,105.2,0,0.11331725478292612
335189,0.0140350877192982,570,40,87.9,0,0.006424297185656637
361700,0.0147299509001637,611,36,71.6,0,0.008801010320587613
872987,0.0238532110091743,545,32,78.4,0,0.17408393797720514
187570,0.0273684210526316,475,18,39.1,0,0.0003703587010058295
704872,0.0252873563218391,435,38,69.4,0,0.19458160966542812
950793,0.0181086519114688,497,18,47.2,0,7.699337896369483e-05
909147,0.0139275766016713,718,36,59.6,0,0.015245047479742762
892814,0.0125223613595707,559,28,84.0,0,0.0006152451696895002
105677,0.0169811320754717,530,35,50.8,0,0.0010262011464749067
467235,0.023094688221709,433,35,46.1,0,0.007220911387234616
715291,0.0198300283286119,353,36,77.8,0,0.0033773164796719194
871712,0.0232558139534884,473,26,60.7,0,0.023494578945843766
278,0.031700288184438,347,26,82.9,0,0.10879154997148258
125848,0.0130151843817787,461,23,85.8,0,0.00010633851189409547
628364,0.0176848874598071,622,15,55.6,0,0.00017300905496418865
115873,0.0229276895943563,567,34,46.4,0,0.02181418949842105
166766,0.0225563909774436,665,35,90.5,0,0.1581856218521128
836964,0.0170940170940171,585,34,41.7,0,0.0018939448794063906
385653,0.0122511485451761,653,24,72.9,0,0.0009810717100656734
266389,0.0138888888888889,648,19,80.6,0,0.0007701834919297896
594223,0.0161812297734628,618,34,82.8,0,0.004648185441744762
973714,0.0204081632653061,441,12,76.6,0,0.00021671585717543984
523178,0.027431421446384,401,29,40.1,0,0.042621120272336596
752209,0.0285087719298246,456,36,85.3,1,0.5653502073876779
981090,0.0205949656750572,437,44,76.9,0,0.014842268889733676
930285,0.0136798905608755,731,31,62.8,0,0.0006725400450418382
240778,0.013953488372093002,430,35,44.8,0,0.00279411905418684
242717,0.0145867098865478,617,28,86.6,0,0.0040248546106910746
104311,0.016260162601626,492,33,62.0,0,0.00227730844122992
675470,0.0235294117647059,510,22,124.4,0,0.0011538630795742111
873006,0.0271844660194175,515,27,80.2,0,0.38822993059070976
718124,0.0282051282051282,390,29,92.6,0,0.13819854488749694
15877,0.0156794425087108,574,29,50.1,0,0.0009944939653958123
826132,0.0198412698412698,504,26,77.0,0,0.0076586962728432744
406769,0.0160183066361556,437,1,59.0,0,5.9651009927690846e-05
860881,0.0237388724035608,337,22,87.9,0,5.577684560975733e-05
951016,0.0101522842639594,591,33,77.8,0,0.0006749950846452752
966092,0.0210772833723653,427,22,72.2,0,0.0002639621589985079
836841,0.0175131348511384,571,31,78.0,0,0.003553259902028864
605059,0.0127931769722814,469,27,75.3,0,0.0007148865004593784
175115,0.0221238938053097,452,31,70.8,0,0.012102421161325268
508494,0.0132075471698113,530,39,47.2,0,0.0001341695437125278
607562,0.0248306997742664,443,42,75.4,0,0.05631322551274256
639466,0.0199203187250996,502,37,78.0,0,0.011105858569184187
880605,0.0262172284644195,267,20,73.9,0,8.322704616046892e-05
731870,0.0318021201413428,283,30,64.3,0,0.0898776899126487
373069,0.0209643605870021,477,21,85.3,0,0.00026685997103325797
539395,0.0202578268876611,543,42,71.3,0,0.018991403087556875
830033,0.0183823529411765,544,20,53.7,0,0.00010027591063837573
148999,0.012396694214876,484,32,72.3,0,0.0006100912685302863
599116,0.0186567164179104,536,34,56.6,0,0.0017402231015126105
845325,0.0163934426229508,549,36,126.9,0,0.005143821696692818
661530,0.0169230769230769,650,19,56.4,0,0.00011635678548165535
801124,0.0296495956873315,371,24,106.2,0,0.2617811822942444
165761,0.0303030303030303,462,26,61.9,1,0.4964510473575729
772643,0.0238095238095238,462,46,86.4,0,0.11962021479359677
922963,0.0149892933618844,467,25,46.4,0,0.0006345396360953298
596228,0.0202839756592292,493,24,77.0,0,0.012165141161230495
946759,0.0232142857142857,560,26,49.3,0,0.015913052711797798
607228,0.018000000000000002,500,42,44.2,0,0.0004325327490221008
697662,0.0170777988614801,527,17,64.4,0,0.00011879777165098521
579262,0.052863436123348,227,28,49.8,1,0.9774421950342932
821895,0.0168453292496172,653,26,100.3,0,0.0026169754798086283
45560,0.0457746478873239,284,29,68.5,1,0.9733804797452484
282091,0.0206185567010309,485,36,94.4,0,0.028077567543149114
545592,0.0168634064080944,593,24,99.8,0,0.0038141236636698886
568698,0.0113452188006483,617,39,51.4,0,0.0008339912966995168
986317,0.0184049079754601,489,18,29.3,0,4.939346002339706e-05
142027,0.0130505709624796,613,17,65.3,0,8.386664253657923e-05
620933,0.0275229357798165,327,27,60.8,0,0.019838374960648664
830792,0.0117845117845118,594,30,94.2,0,0.000980447192275968
347421,0.021551724137931,464,28,50.2,0,0.004939777352565977
947222,0.0194690265486726,565,29,38.0,0,0.003095470225271194
12005,0.0160714285714286,560,23,65.2,0,0.00012131466974769487
864756,0.0233812949640288,556,24,66.8,0,0.05136968312172237
793492,0.0200573065902579,349,23,96.5,0,8.520680093065854e-05
524921,0.0177304964539007,564,37,84.1,0,0.003962321228932144
565582,0.0267489711934156,486,23,94.2,0,0.00103748888765469
586443,0.0305164319248826,426,28,56.9,1,0.46582083500588567
79189,0.0128205128205128,390,25,76.3,0,0.0010032719417636306
718540,0.0141843971631206,423,36,55.0,0,0.0007570351147316347
396630,0.0157819225251076,697,39,58.1,0,0.0060878608697103485
939943,0.0170278637770898,646,27,60.8,0,0.0037727543533451423
993189,0.0170132325141777,529,17,57.9,0,7.325679543204188e-05
756181,0.0232067510548523,474,24,46.7,0,0.005246349793240417
794903,0.0200892857142857,448,28,76.2,0,0.005542175831429757
191185,0.0347593582887701,374,19,91.1,0,5.858467277433076e-05
637665,0.0199637023593466,551,21,32.2,0,0.00011383328559313054
147541,0.0246575342465753,365,26,106.6,0,0.038916255115421634
523717,0.020997375328083996,381,25,55.5,0,0.001633747367315043
128234,0.0199203187250996,502,23,61.2,0,0.00018791850107831672
303500,0.0109034267912773,642,28,3.9,0,0.0002788364424876968
649503,0.0163132137030995,613,24,67.1,0,0.004652909122145242
660753,0.0138888888888889,576,22,67.4,0,0.0005330988190077722
389885,0.0386904761904762,336,25,73.4,1,0.5760657320010991
721657,0.0203045685279188,394,17,64.5,0,0.0002060201725895777
243749,0.0184210526315789,380,31,64.8,0,0.0022454842022022184
568580,0.013953488372093002,645,24,73.7,0,0.008590343350950536
825412,0.0188976377952756,635,15,44.1,0,0.00017300905496418865
929604,0.0118811881188119,505,40,96.2,0,0.0006473200663592726
935961,0.00904977375565611,663,30,59.4,0,0.0007328172687605945
800600,0.0251889168765743,397,27,80.4,0,0.054632653891435
714419,0.0197368421052632,456,24,125.6,0,0.0179264676017298
131555,0.0225409836065574,488,23,58.3,0,0.00015393913537083744
522940,0.0215827338129496,417,16,79.7,0,0.00028038405383153125
681922,0.0227272727272727,440,30,74.6,0,0.026781741547993985
45734,0.0277777777777778,324,33,84.6,0,0.041510543470196504
654390,0.015625,384,33,103.7,0,0.0015000521640415926
700981,0.0305882352941176,425,34,40.6,1,0.23401422887927156
435161,0.0233545647558386,471,19,75.1,0,0.0001929765472416997
722798,0.0509803921568627,255,18,73.0,0,1.024817994552024e-05
741194,0.0274599542334096,437,24,54.1,1,0.11503218512383742
241857,0.0234986945169713,383,26,62.7,0,0.01579824860676499
691507,0.0121317157712305,577,31,65.6,0,0.0005049912214395007
433476,0.0159680638722555,501,23,58.8,0,6.696484437098874e-05
622636,0.0306122448979592,294,29,46.3,0,0.017778964072717948
390638,0.0158730158730159,504,21,101.8,0,0.00010498350438834773
219700,0.0163204747774481,674,21,45.0,0,0.00018768325237030072
174588,0.0255591054313099,313,38,82.3,0,0.03197205304641086
168027,0.0171428571428571,525,29,86.6,0,0.004386665320697037
414298,0.0161290322580645,558,23,55.6,0,0.00012801132514089753
374990,0.0227272727272727,440,37,76.0,0,0.05249932567058365
290662,0.0198237885462555,454,17,71.5,0,0.00013570391353831039
340562,0.026000000000000002,500,19,62.9,0,0.0018596724127390072
352544,0.0176600441501104,453,25,40.2,0,0.0006345396360953298
55128,0.0272108843537415,441,35,58.7,0,0.17414420607820716
212056,0.0153508771929825,456,21,104.9,0,8.376834586057156e-05
920578,0.0191637630662021,574,22,101.6,0,0.0003506583962882156
404623,0.0210280373831776,428,32,114.4,0,0.03795838075154196
923356,0.0215264187866928,511,16,50.3,0,0.0003668893815951322
72906,0.0235294117647059,340,15,48.6,0,2.152305316971379e-05
936983,0.0172043010752688,465,25,76.4,0,0.002076082129994553
730978,0.026578073089701,301,24,98.2,0,0.02172852878930085
876923,0.0160142348754448,562,41,59.5,0,0.002778456432660066
953250,0.0151843817787419,461,21,55.1,0,8.165234808119566e-05
399018,0.0265060240963855,415,28,52.6,0,0.02745804273875725
688576,0.0235081374321881,553,24,46.9,0,0.01276970305829928
168069,0.0267686424474187,523,24,63.7,0,0.24421880627185444
961977,0.0267489711934156,486,17,77.1,0,0.0008945295842094007
916740,0.0213219616204691,469,31,64.1,0,0.012102421161325268
476175,0.0219298245614035,456,26,58.4,0,0.007497419784706834
682289,0.0203665987780041,491,18,77.0,0,0.00023532293120623622
687457,0.0212314225053079,471,18,9.9,0,0.00010056772445204742
597477,0.0182555780933063,493,34,86.8,0,0.004843443922267946
646617,0.0147255689424364,747,15,52.1,0,0.00018768325237030072
108949,0.0111111111111111,630,18,80.2,0,0.00010566561245028715
134686,0.0310077519379845,258,31,77.3,0,0.07980461150643714
418357,0.0167464114832536,418,14,103.8,0,8.655484612080959e-05
757284,0.0197841726618705,556,20,103.7,0,0.000830581506522524
392050,0.0237226277372263,548,31,58.5,0,0.05667100976877824
269076,0.0133037694013304,451,19,34.7,0,2.875470494606562e-05
408855,0.0211538461538462,520,19,72.9,0,0.0004725722124188581
269669,0.0128755364806867,466,32,45.3,0,0.00023641065314324678
380061,0.0204081632653061,441,18,67.1,0,0.00021671585717543984
506141,0.0316622691292876,379,45,45.3,0,0.10074603999119476
787240,0.0108892921960073,551,47,116.8,0,0.0010002416715001112
83459,0.0132743362831858,678,25,77.9,0,0.0006198253736167934
242367,0.0223123732251521,493,31,70.3,0,0.013128126558386683
815874,0.0192023633677991,677,27,57.2,0,0.006885114676262639
340426,0.0175718849840256,626,40,68.4,0,0.010182151652339811
262437,0.0163934426229508,610,20,65.1,0,0.00013913654369099507
685432,0.00569259962049336,527,35,84.7,0,0.0007715140611025466
340051,0.0227272727272727,352,39,65.1,0,0.02157638432408598
280916,0.0203160270880361,443,42,75.1,1,0.02091062540984497
846584,0.0129151291512915,542,41,61.2,0,0.0005613766388714975
219931,0.007117437722419929,562,36,78.5,0,0.0006028955882559031
537728,0.0162162162162162,555,22,28.8,0,6.14888920482436e-05
917972,0.0187617260787993,533,31,93.4,0,0.0058571093462652275
518069,0.0213333333333333,375,35,43.1,0,0.0015186014723758817
180169,0.0261044176706827,498,21,53.9,0,0.0025092748057161923
703961,0.0128617363344051,622,21,63.7,0,8.386664253657923e-05
818635,0.0182815356489945,547,20,80.7,0,0.0001528458002795096
762604,0.0273348519362187,439,21,47.7,0,0.0003703587010058295
258016,0.0203160270880361,443,31,78.1,0,0.023947985579049563
635750,0.0281124497991968,498,9,71.4,0,0.00026783435602755346
408596,0.0202205882352941,544,19,95.1,0,0.0007149633678309447
596271,0.0188679245283019,530,9,60.0,0,0.00012945159615000384
593441,0.0375,400,30,63.0,1,0.8560247065716938
42823,0.0216919739696312,461,26,71.6,0,0.012102421161325268
495614,0.0176767676767677,396,34,65.8,0,0.0024650284210171306
819538,0.017741935483871003,620,20,62.0,0,0.00013913654369099507
718654,0.0291479820627803,446,14,81.5,0,0.00022293613869094715
47569,0.0182724252491694,602,23,78.7,0,0.00017529897985685668
472238,0.0140597539543058,569,29,73.8,0,0.004438148073341269
349391,0.0225303292894281,577,13,63.4,0,0.0005982272369451482
259171,0.0168067226890756,476,37,84.8,0,0.0017728993064161367
593310,0.0116788321167883,685,23,108.6,0,7.604086613521488e-05
799048,0.0109546165884194,639,24,60.7,0,0.0010689718817748822
466918,0.0285714285714286,455,25,73.7,0,0.2888714579069862
544275,0.0266990291262136,412,20,60.4,0,0.0004273033398126867
566631,0.0300230946882217,433,29,51.5,0,0.24562876436511336
341131,0.0168918918918919,592,23,86.3,0,0.00017719037684082602
955161,0.0207900207900208,481,36,68.7,0,0.012837211620975005
857076,0.0152963671128107,523,30,74.8,0,0.002548443069872552
41543,0.025706940874036,389,39,82.0,0,0.07284821118869185
838603,0.0207939508506616,529,33,98.2,0,0.0589756222550478
259227,0.0223577235772358,492,13,64.2,0,0.00023425240858276184
665978,0.0155440414507772,579,33,42.4,0,0.004000078465948714
595203,0.0272479564032698,367,36,94.3,0,0.15419300116294243
410915,0.0264765784114053,491,14,32.3,0,0.000792939801800303
96875,0.0208333333333333,528,28,59.2,0,0.02345414627990754
242130,0.0198675496688742,453,30,65.6,0,0.005542175831429757
666047,0.0186915887850467,428,19,56.5,0,7.29901342604131e-05
269315,0.0123022847100176,569,34,97.0,0,0.00116716759247222
581453,0.0108527131782946,645,33,65.7,0,0.0007323983699803655
117922,0.0235294117647059,425,24,73.0,0,0.023094853987191938
466402,0.0183767228177642,653,22,82.8,0,0.00017529897985685668
873977,0.0230607966457023,477,28,91.9,0,0.04648803221485396
704060,0.0173310225303293,577,39,71.7,0,0.0029532885083386026
245135,0.0163934426229508,610,26,68.4,0,0.0031933332583689413
531756,0.0234505862646566,597,32,93.5,0,0.20475015443301334
520084,0.0174216027874564,574,28,76.0,0,0.0026023014547368922
